Account Number,Annual Income ($1000),Household Size,Years of Post-High School Education,Hours Per Week Watching Television,Age,Gender (Assigned at Birth),Exceeded Credit Limit in Past 12 Months?,Annual Charges ($),,,,,,,,,,,Deviations from mean
14053309,26.8,4.0,2.0,12.0,49,Male,No,8443.43,,,,,,,,,,,8443.43
24633987,26.7,6.0,1.0,8.0,35,Female,No,8830.35,,,,,,,,,,,8830.35
7950181,26.7,4.0,4.0,14.0,43,Female,No,2225.75,,,,,,,,,,,2225.75
3959817,26.7,3.0,5.0,9.0,59,Male,No,18891.90,,,,,,,,,,,18891.90
27107493,26.7,7.0,2.0,7.0,45,Female,No,13354.83,,,,,,,,,,,13354.83
4832597,26.7,2.0,4.0,4.0,42,Female,No,5513.97,,,,,,,,,,,5513.97
24567680,26.7,2.0,2.0,51.0,55,Male,No,14517.87,,,,,,,,,,,14517.87
10990415,26.7,6.0,3.0,36.0,54,Male,No,3134.48,,,,,,,,,,,3134.48
2947888,26.5,6.0,4.0,42.0,43,Male,Yes,2430.93,,,,,,,,,,,2430.93
2044570,26.5,4.0,0.0,47.0,57,Female,No,16389.34,,,,,,,,,,,16389.34
21928824,26.5,4.0,2.0,23.0,34,Female,No,7635.20,,,,,,,,,,,7635.20
29825660,26.5,6.0,0.0,42.0,50,Male,No,16494.83,,,,,,,,,,,16494.83
15437545,26.5,2.0,1.0,34.0,49,Female,No,23388.57,,,,,,,,,,,23388.57
8907578,26.4,7.0,1.0,59.0,44,Female,No,15390.55,,,,,,,,,,,15390.55
3643365,26.4,3.0,3.0,13.0,56,Male,No,10775.89,,,,,,,,,,,10775.89
2984025,26.3,3.0,0.0,22.0,39,Male,No,12358.01,,,,,,,,,,,12358.01
2342330,26.1,5.0,1.0,21.0,35,Male,No,6182.32,,,,,,,,,,,6182.32
11968232,26.1,5.0,2.0,47.0,24,Female,No,14402.21,,,,,,,,,,,14402.21
17601557,26.1,4.0,1.0,51.0,46,Male,No,13390.58,,,,,,,,,,,13390.58
1562031,26.0,1.0,3.0,33.0,45,Male,No,8989.80,,,,,,,,,,,8989.80
13907994,25.9,3.0,3.0,20.0,49,Male,No,1042.31,,,,,,,,,,,1042.31
10422411,25.9,7.0,0.0,35.0,50,Male,No,10192.93,,,,,,,,,,,10192.93
10542473,25.9,7.0,3.0,5.0,27,Female,No,23691.44,,,,,,,,,,,23691.44
9517957,25.8,3.0,3.0,16.0,43,Female,No,8554.79,,,,,,,,,,,8554.79
15516019,25.7,8.0,1.0,33.0,27,Female,No,15064.45,,,,,,,,,,,15064.45
20960083,25.7,2.0,2.0,11.0,28,Female,No,6256.15,,,,,,,,,,,6256.15
25753237,25.7,3.0,0.0,60.0,43,Male,No,22450.76,,,,,,,,,,,22450.76
3590137,25.6,7.0,4.0,24.0,45,Female,No,20113.09,,,,,,,,,,,20113.09
8728357,25.6,1.0,3.0,17.0,49,Male,No,11213.29,,,,,,,,,,,11213.29
29248903,25.6,3.0,3.0,51.0,57,Male,No,8716.79,,,,,,,,,,,8716.79
16512596,25.5,3.0,2.0,32.0,48,Male,No,10960.40,,,,,,,,,,,10960.40
15788583,25.5,1.0,2.0,4.0,37,Female,Yes,4264.25,,,,,,,,,,,4264.25
4498767,25.4,6.0,1.0,20.0,47,Female,No,14938.80,,,,,,,,,,,14938.80
22252251,25.3,4.0,2.0,10.0,42,Female,No,15450.70,,,,,,,,,,,15450.70
18181583,25.2,5.0,2.0,58.0,24,Male,No,13596.44,,,,,,,,,,,13596.44
732698,25.2,7.0,1.0,15.0,32,Female,No,8391.17,,,,,,,,,,,8391.17
3629987,25.2,5.0,1.0,23.0,36,Female,No,8120.01,,,,,,,,,,,8120.01
27868651,25.2,3.0,1.0,38.0,37,Female,No,8610.26,,,,,,,,,,,8610.26
27560818,25.1,7.0,5.0,19.0,50,Female,Yes,6459.87,,,,,,,,,,,6459.87
25449293,25.1,5.0,4.0,7.0,36,Female,No,7068.29,,,,,,,,,,,7068.29
14210634,25.1,6.0,2.0,3.0,48,Male,No,1651.19,,,,,,,,,,,1651.19
24066617,25.1,4.0,4.0,26.0,45,Female,No,6565.93,,,,,,,,,,,6565.93
22917207,25.1,5.0,3.0,3.0,44,Male,No,16108.94,,,,,,,,,,,16108.94
22319312,25.1,6.0,3.0,29.0,38,Male,No,15541.50,,,,,,,,,,,15541.50
6524145,25.0,2.0,2.0,24.0,23,Female,No,7245.55,,,,,,,,,,,7245.55
5100150,25.0,1.0,4.0,18.0,38,Female,No,4186.15,,,,,,,,,,,4186.15
8809480,25.0,1.0,1.0,10.0,61,Female,No,8123.38,,,,,,,,,,,8123.38
28898981,25.0,3.0,4.0,43.0,38,Male,No,8339.08,,,,,,,,,,,8339.08
1923064,25.0,5.0,2.0,2.0,41,Female,No,17895.27,,,,,,,,,,,17895.27
2972726,25.0,8.0,0.0,51.0,39,Female,No,20998.85,,,,,,,,,,,20998.85
26032456,24.9,3.0,3.0,50.0,62,Male,No,9375.71,,,,,,,,,,,9375.71
5419906,24.9,7.0,3.0,38.0,37,Male,No,18416.61,,,,,,,,,,,18416.61
3497126,24.8,4.0,4.0,32.0,32,Female,No,19122.29,,,,,,,,,,,19122.29
13038259,24.8,6.0,3.0,22.0,46,Male,No,13189.31,,,,,,,,,,,13189.31
6084181,24.6,6.0,1.0,53.0,30,Male,No,11595.46,,,,,,,,,,,11595.46
17917267,24.6,6.0,2.0,52.0,41,Female,No,9911.50,,,,,,,,,,,9911.50
24071380,24.6,7.0,3.0,2.0,36,Male,No,18082.19,,,,,,,,,,,18082.19
29052867,24.6,7.0,0.0,56.0,50,Female,No,12765.04,,,,,,,,,,,12765.04
14331793,24.6,3.0,0.0,8.0,60,Female,Yes,8801.94,,,,,,,,,,,8801.94
14944068,24.6,7.0,5.0,35.0,38,Female,No,10642.47,,,,,,,,,,,10642.47
25185876,24.6,3.0,1.0,10.0,57,Male,No,7582.82,,,,,,,,,,,7582.82
15300946,24.5,6.0,1.0,15.0,56,Male,No,7940.80,,,,,,,,,,,7940.80
18191318,24.4,2.0,3.0,35.0,41,Female,No,9064.41,,,,,,,,,,,9064.41
295544,24.4,3.0,3.0,55.0,64,Male,No,0.00,,,,,,,,,,,0.00
20948212,24.4,6.0,0.0,58.0,33,Male,No,9956.12,,,,,,,,,,,9956.12
1891352,24.3,7.0,2.0,33.0,23,Male,No,15189.45,,,,,,,,,,,15189.45
29797366,24.3,8.0,3.0,39.0,56,Male,No,6620.99,,,,,,,,,,,6620.99
20444359,24.3,3.0,4.0,41.0,22,Female,No,14856.94,,,,,,,,,,,14856.94
13061822,24.2,4.0,1.0,28.0,40,Male,Yes,11560.10,,,,,,,,,,,11560.10
17797732,24.2,7.0,1.0,32.0,40,Female,No,14623.48,,,,,,,,,,,14623.48
16556657,24.2,2.0,2.0,34.0,52,Female,No,13724.05,,,,,,,,,,,13724.05
3355456,24.1,8.0,4.0,14.0,54,Female,No,24285.27,,,,,,,,,,,24285.27
6136244,24.1,5.0,4.0,12.0,31,Female,No,0.00,,,,,,,,,,,0.00
8788170,24.1,7.0,1.0,22.0,61,Male,Yes,14920.15,,,,,,,,,,,14920.15
17198210,24.1,4.0,3.0,35.0,44,Male,No,11198.70,,,,,,,,,,,11198.70
5214297,24.1,5.0,1.0,25.0,53,Male,No,7517.97,,,,,,,,,,,7517.97
29324089,24.0,5.0,4.0,43.0,43,Female,No,24895.80,,,,,,,,,,,24895.80
13854744,23.9,8.0,2.0,39.0,38,Male,No,14827.26,,,,,,,,,,,14827.26
9467466,23.9,5.0,1.0,30.0,42,Male,No,25724.00,,,,,,,,,,,25724.00
23490492,23.9,7.0,0.0,12.0,38,Male,No,5786.16,,,,,,,,,,,5786.16
1676214,23.8,4.0,1.0,22.0,29,Male,No,13494.02,,,,,,,,,,,13494.02
4183690,23.8,7.0,3.0,44.0,31,Female,No,8545.29,,,,,,,,,,,8545.29
803499,23.8,3.0,2.0,35.0,56,Female,No,19701.33,,,,,,,,,,,19701.33
10564077,23.7,2.0,5.0,45.0,49,Male,No,18536.07,,,,,,,,,,,18536.07
11071188,23.7,2.0,2.0,8.0,42,Female,No,5000.04,,,,,,,,,,,5000.04
5312871,23.6,6.0,2.0,36.0,29,Male,No,24212.20,,,,,,,,,,,24212.20
21073348,23.5,3.0,2.0,27.0,31,Male,No,1686.45,,,,,,,,,,,1686.45
3837480,23.5,3.0,4.0,35.0,54,Female,No,13714.63,,,,,,,,,,,13714.63
23077010,23.4,3.0,4.0,2.0,47,Other,No,11905.54,,,,,,,,,,,11905.54
25526533,23.4,7.0,2.0,11.0,33,Male,No,16627.28,,,,,,,,,,,16627.28
19759210,23.4,8.0,1.0,1.0,47,Female,No,28999.31,,,,,,,,,,,28999.31
18371806,23.4,2.0,3.0,53.0,48,Male,No,13066.11,,,,,,,,,,,13066.11
25687773,23.3,5.0,4.0,8.0,50,Male,Yes,15974.81,,,,,,,,,,,15974.81
2776138,23.3,2.0,2.0,12.0,66,Male,No,8297.14,,,,,,,,,,,8297.14
24083614,23.3,2.0,3.0,10.0,41,Male,No,0.00,,,,,,,,,,,0.00
13189495,23.3,8.0,1.0,14.0,21,Male,No,12090.69,,,,,,,,,,,12090.69
973498,23.0,2.0,3.0,56.0,44,Male,No,16634.68,,,,,,,,,,,16634.68
5708004,23.0,2.0,4.0,13.0,40,Female,No,12335.79,,,,,,,,,,,12335.79
14608527,22.9,6.0,3.0,44.0,29,Female,No,20013.98,,,,,,,,,,,20013.98
26025837,22.9,8.0,4.0,58.0,38,Female,No,18124.88,,,,,,,,,,,18124.88
6592550,22.9,3.0,2.0,45.0,56,Female,No,13657.43,,,,,,,,,,,13657.43
6564247,22.9,3.0,2.0,46.0,46,Female,Yes,4646.22,,,,,,,,,,,4646.22
23427317,22.9,4.0,5.0,12.0,63,Male,No,15738.24,,,,,,,,,,,15738.24
17130634,22.9,7.0,1.0,33.0,47,Male,No,26308.97,,,,,,,,,,,26308.97
24193794,22.8,5.0,3.0,34.0,36,Female,No,17596.60,,,,,,,,,,,17596.60
9137454,22.8,6.0,3.0,44.0,49,Female,No,12482.62,,,,,,,,,,,12482.62
29560229,22.7,4.0,1.0,24.0,45,Male,No,9758.31,,,,,,,,,,,9758.31
18516337,22.6,6.0,3.0,36.0,65,Male,No,22463.14,,,,,,,,,,,22463.14
15057708,22.6,6.0,5.0,4.0,49,Male,No,8502.39,,,,,,,,,,,8502.39
2526433,22.6,5.0,2.0,18.0,44,Male,No,17447.27,,,,,,,,,,,17447.27
28424626,22.6,5.0,2.0,4.0,57,Male,No,8892.87,,,,,,,,,,,8892.87
29167508,22.6,3.0,2.0,4.0,47,Female,No,12760.16,,,,,,,,,,,12760.16
13498834,22.5,8.0,1.0,19.0,26,Female,No,20752.75,,,,,,,,,,,20752.75
28526869,22.5,7.0,0.0,19.0,52,Male,No,7888.06,,,,,,,,,,,7888.06
174606,22.4,7.0,2.0,26.0,57,Female,No,17971.66,,,,,,,,,,,17971.66
7758564,22.4,4.0,3.0,57.0,35,Female,No,0.00,,,,,,,,,,,0.00
1238596,22.4,3.0,0.0,40.0,35,Female,Yes,9309.12,,,,,,,,,,,9309.12
1185399,22.4,4.0,4.0,39.0,31,Female,No,9136.75,,,,,,,,,,,9136.75
5994848,22.4,3.0,5.0,26.0,48,Male,No,11686.33,,,,,,,,,,,11686.33
29747122,22.4,4.0,4.0,16.0,50,Male,No,11713.22,,,,,,,,,,,11713.22
15742950,22.3,8.0,0.0,29.0,29,Female,Yes,10415.88,,,,,,,,,,,10415.88
15857078,22.2,6.0,3.0,11.0,46,Male,No,6269.61,,,,,,,,,,,6269.61
577305,22.1,3.0,1.0,10.0,29,Female,No,17769.42,,,,,,,,,,,17769.42
11133181,22.1,7.0,1.0,0.0,41,Male,No,1597.30,,,,,,,,,,,1597.30
17831274,22.1,7.0,4.0,29.0,44,Female,No,16618.91,,,,,,,,,,,16618.91
424545,22.0,7.0,4.0,18.0,51,Female,No,10299.35,,,,,,,,,,,10299.35
24746930,22.0,2.0,0.0,21.0,30,Male,No,12142.37,,,,,,,,,,,12142.37
3274386,22.0,2.0,2.0,13.0,34,Male,No,8541.68,,,,,,,,,,,8541.68
6814497,22.0,3.0,5.0,24.0,53,Female,Yes,4487.28,,,,,,,,,,,4487.28
24541252,21.9,5.0,2.0,7.0,37,Female,No,2063.16,,,,,,,,,,,2063.16
21608094,21.9,7.0,3.0,39.0,50,Male,No,12285.15,,,,,,,,,,,12285.15
13415431,21.9,2.0,0.0,52.0,57,Male,No,4458.78,,,,,,,,,,,4458.78
26279600,21.9,3.0,4.0,22.0,45,Male,No,21766.06,,,,,,,,,,,21766.06
8998631,21.8,3.0,4.0,3.0,50,Male,No,4833.86,,,,,,,,,,,4833.86
6658588,21.8,5.0,3.0,38.0,27,Male,No,15404.91,,,,,,,,,,,15404.91
27750212,21.8,7.0,1.0,57.0,47,Female,No,13485.67,,,,,,,,,,,13485.67
2410513,21.7,4.0,0.0,8.0,48,Female,No,11288.47,,,,,,,,,,,11288.47
2522499,21.6,6.0,4.0,22.0,37,Male,No,3693.75,,,,,,,,,,,3693.75
6271202,21.6,8.0,2.0,26.0,30,Female,No,16480.10,,,,,,,,,,,16480.10
2249151,21.6,3.0,1.0,20.0,42,Male,No,8159.64,,,,,,,,,,,8159.64
16163722,21.5,2.0,3.0,52.0,36,Female,Yes,13388.28,,,,,,,,,,,13388.28
8355623,21.4,7.0,3.0,3.0,66,Female,No,21466.77,,,,,,,,,,,21466.77
6879189,21.4,1.0,1.0,10.0,56,Male,No,8055.25,,,,,,,,,,,8055.25
25698337,21.4,4.0,5.0,28.0,38,Female,Yes,3771.11,,,,,,,,,,,3771.11
11496043,21.3,7.0,4.0,20.0,49,Male,Yes,15387.37,,,,,,,,,,,15387.37
18266553,21.2,8.0,2.0,31.0,26,Female,No,16158.59,,,,,,,,,,,16158.59
23732546,21.0,5.0,3.0,54.0,44,Male,No,7936.28,,,,,,,,,,,7936.28
11126311,20.9,1.0,5.0,55.0,37,Male,No,0.00,,,,,,,,,,,0.00
22816000,20.9,6.0,3.0,60.0,37,Male,No,16511.08,,,,,,,,,,,16511.08
25651861,20.9,3.0,4.0,4.0,47,Male,No,7914.68,,,,,,,,,,,7914.68
1859494,20.9,8.0,3.0,52.0,61,Female,No,9311.10,,,,,,,,,,,9311.10
15455482,20.8,3.0,4.0,13.0,43,Male,No,11577.06,,,,,,,,,,,11577.06
27463947,20.8,4.0,3.0,7.0,53,Male,No,20996.45,,,,,,,,,,,20996.45
23367042,20.7,5.0,3.0,25.0,55,Female,No,7312.04,,,,,,,,,,,7312.04
19332987,20.7,5.0,4.0,56.0,60,Female,Yes,12301.79,,,,,,,,,,,12301.79
20759091,20.6,2.0,4.0,8.0,44,Male,No,7580.88,,,,,,,,,,,7580.88
5738586,20.5,3.0,2.0,2.0,33,Female,No,12107.35,,,,,,,,,,,12107.35
15742114,20.5,2.0,4.0,45.0,56,Male,No,11360.17,,,,,,,,,,,11360.17
22700830,20.5,4.0,2.0,24.0,42,Male,No,4259.85,,,,,,,,,,,4259.85
9637583,20.5,5.0,2.0,31.0,41,Female,No,5280.39,,,,,,,,,,,5280.39
14542202,20.5,3.0,2.0,26.0,57,Female,Yes,12817.31,,,,,,,,,,,12817.31
13539731,20.4,2.0,2.0,39.0,52,Female,No,14392.66,,,,,,,,,,,14392.66
5860937,20.4,5.0,5.0,17.0,54,Male,No,0.00,,,,,,,,,,,0.00
2176301,20.4,7.0,4.0,15.0,54,Female,No,6833.61,,,,,,,,,,,6833.61
20615996,20.3,1.0,2.0,51.0,23,Female,No,1386.55,,,,,,,,,,,1386.55
9164369,20.3,7.0,4.0,1.0,55,Male,No,16613.53,,,,,,,,,,,16613.53
19119349,20.3,2.0,0.0,39.0,46,Male,No,9707.81,,,,,,,,,,,9707.81
869709,20.3,6.0,3.0,17.0,34,Male,No,12572.89,,,,,,,,,,,12572.89
21432547,20.3,3.0,1.0,40.0,66,Male,No,7272.40,,,,,,,,,,,7272.40
29977201,20.3,5.0,3.0,17.0,51,Female,No,3698.19,,,,,,,,,,,3698.19
17390765,20.2,6.0,3.0,37.0,53,Male,No,10139.23,,,,,,,,,,,10139.23
1154249,20.2,1.0,2.0,19.0,47,Female,No,5282.63,,,,,,,,,,,5282.63
18059494,20.2,8.0,1.0,20.0,57,Male,No,21915.47,,,,,,,,,,,21915.47
2073726,20.1,2.0,1.0,54.0,24,Male,No,15473.27,,,,,,,,,,,15473.27
1857722,20.0,3.0,2.0,13.0,31,Female,No,2119.26,,,,,,,,,,,2119.26
27764685,20.0,7.0,0.0,38.0,35,Male,No,18694.14,,,,,,,,,,,18694.14
26151181,20.0,4.0,2.0,53.0,40,Male,No,19669.95,,,,,,,,,,,19669.95
19822744,19.9,6.0,4.0,9.0,57,Female,No,16379.55,,,,,,,,,,,16379.55
20092625,19.7,4.0,4.0,32.0,48,Male,No,8676.98,,,,,,,,,,,8676.98
3876453,19.7,3.0,3.0,23.0,53,Male,No,13172.75,,,,,,,,,,,13172.75
5876484,19.7,2.0,2.0,11.0,24,Male,Yes,2251.36,,,,,,,,,,,2251.36
11986908,19.6,4.0,1.0,31.0,68,Female,No,14635.51,,,,,,,,,,,14635.51
3855459,19.3,3.0,1.0,52.0,23,Male,No,19743.92,,,,,,,,,,,19743.92
12515946,19.3,8.0,3.0,29.0,29,Male,Yes,14547.83,,,,,,,,,,,14547.83
7832859,19.3,2.0,2.0,7.0,44,Other,No,12900.51,,,,,,,,,,,12900.51
29511248,19.3,6.0,4.0,25.0,44,Female,No,5933.66,,,,,,,,,,,5933.66
28829955,19.2,7.0,2.0,50.0,55,Male,No,4014.03,,,,,,,,,,,4014.03
12310455,18.9,7.0,2.0,17.0,40,Female,No,13915.16,,,,,,,,,,,13915.16
6505590,18.8,6.0,5.0,36.0,48,Male,No,24541.13,,,,,,,,,,,24541.13
23867954,18.7,7.0,4.0,58.0,47,Male,Yes,9970.87,,,,,,,,,,,9970.87
8028088,18.5,6.0,2.0,51.0,44,Male,No,12420.28,,,,,,,,,,,12420.28
29139032,18.4,3.0,5.0,14.0,32,Male,No,16477.24,,,,,,,,,,,16477.24
28948646,18.4,4.0,2.0,33.0,37,Female,No,7787.82,,,,,,,,,,,7787.82
4863027,18.4,2.0,3.0,40.0,25,Male,No,12439.75,,,,,,,,,,,12439.75
25840453,18.3,5.0,4.0,18.0,46,Female,No,22904.22,,,,,,,,,,,22904.22
16167723,18.3,7.0,4.0,29.0,67,Female,No,11308.15,,,,,,,,,,,11308.15
12576802,18.2,5.0,4.0,30.0,49,Female,No,11356.24,,,,,,,,,,,11356.24
29585722,18.1,6.0,0.0,18.0,44,Male,No,13329.36,,,,,,,,,,,13329.36
9950440,18.1,8.0,1.0,29.0,33,Male,No,11162.30,,,,,,,,,,,11162.30
28479664,17.9,5.0,2.0,17.0,51,Male,Yes,16778.73,,,,,,,,,,,16778.73
2362636,17.9,7.0,3.0,53.0,39,Male,No,14634.90,,,,,,,,,,,14634.90
10184029,17.8,6.0,3.0,46.0,56,Male,No,19640.36,,,,,,,,,,,19640.36
29172196,17.8,2.0,4.0,11.0,63,Male,No,715.21,,,,,,,,,,,715.21
17150993,17.6,1.0,1.0,2.0,56,Male,No,5051.46,,,,,,,,,,,5051.46
9428485,17.6,5.0,0.0,53.0,36,Other,No,14997.19,,,,,,,,,,,14997.19
3653036,17.6,4.0,1.0,51.0,59,Female,No,9626.53,,,,,,,,,,,9626.53
13581209,17.5,4.0,3.0,53.0,29,Male,No,8516.34,,,,,,,,,,,8516.34
24714616,17.5,4.0,3.0,48.0,40,Female,No,17305.79,,,,,,,,,,,17305.79
23616499,17.4,5.0,0.0,24.0,39,Male,No,12294.02,,,,,,,,,,,12294.02
14236819,17.4,4.0,1.0,19.0,47,Male,No,8827.49,,,,,,,,,,,8827.49
29742496,17.4,6.0,1.0,58.0,25,Male,Yes,12563.51,,,,,,,,,,,12563.51
6681647,17.3,5.0,0.0,50.0,68,Female,No,5463.23,,,,,,,,,,,5463.23
16158700,17.3,6.0,2.0,58.0,28,Male,Yes,15198.83,,,,,,,,,,,15198.83
24982864,17.1,2.0,3.0,28.0,53,Female,No,5215.28,,,,,,,,,,,5215.28
24729883,17.0,4.0,4.0,16.0,25,Male,No,12707.54,,,,,,,,,,,12707.54
27696219,16.9,3.0,1.0,15.0,46,Female,No,8738.32,,,,,,,,,,,8738.32
8628880,16.9,2.0,1.0,55.0,43,Female,Yes,12662.30,,,,,,,,,,,12662.30
4483910,16.8,5.0,4.0,31.0,53,Female,No,15010.58,,,,,,,,,,,15010.58
19445625,16.7,5.0,4.0,43.0,43,Female,No,4924.91,,,,,,,,,,,4924.91
9219318,16.6,2.0,3.0,11.0,63,Male,No,7526.41,,,,,,,,,,,7526.41
16619086,16.6,6.0,0.0,29.0,59,Male,No,8482.60,,,,,,,,,,,8482.60
2036024,16.6,7.0,1.0,36.0,44,Male,No,556.53,,,,,,,,,,,556.53
18089361,16.5,3.0,5.0,7.0,50,Male,No,5502.61,,,,,,,,,,,5502.61
17996939,16.4,6.0,5.0,14.0,57,Female,No,13560.16,,,,,,,,,,,13560.16
8183663,16.0,8.0,1.0,37.0,27,Female,No,22424.67,,,,,,,,,,,22424.67
882117,16.0,3.0,4.0,36.0,37,Male,Yes,14865.27,,,,,,,,,,,14865.27
25435291,16.0,8.0,4.0,30.0,45,Male,No,7578.35,,,,,,,,,,,7578.35
10795577,16.0,5.0,3.0,7.0,34,Female,No,14412.03,,,,,,,,,,,14412.03
25987619,15.9,6.0,1.0,37.0,37,Male,No,11329.36,,,,,,,,,,,11329.36
3755461,15.9,2.0,0.0,13.0,49,Female,No,13536.67,,,,,,,,,,,13536.67
27816096,15.6,2.0,4.0,42.0,45,Male,No,20198.79,,,,,,,,,,,20198.79
9065236,15.5,4.0,4.0,60.0,30,Male,No,14828.20,,,,,,,,,,,14828.20
11383706,15.4,7.0,0.0,24.0,65,Male,Yes,4308.30,,,,,,,,,,,4308.30
8276745,15.3,7.0,2.0,36.0,46,Male,Yes,9599.36,,,,,,,,,,,9599.36
9448811,15.3,4.0,4.0,53.0,42,Male,No,14673.13,,,,,,,,,,,14673.13
7996769,15.2,4.0,4.0,40.0,52,Female,No,14593.34,,,,,,,,,,,14593.34
13873950,15.2,4.0,4.0,13.0,52,Female,No,7938.06,,,,,,,,,,,7938.06
21535278,15.0,4.0,1.0,33.0,48,Female,No,19060.69,,,,,,,,,,,19060.69
19357089,15.0,7.0,1.0,57.0,45,Male,No,16357.96,,,,,,,,,,,16357.96
21181643,15.0,8.0,3.0,30.0,46,Female,No,10356.81,,,,,,,,,,,10356.81
20824693,15.0,3.0,2.0,24.0,31,Female,No,16530.61,,,,,,,,,,,16530.61
784229,14.9,1.0,0.0,45.0,64,Male,No,5887.65,,,,,,,,,,,5887.65
22290098,14.8,1.0,1.0,19.0,31,Female,No,7413.55,,,,,,,,,,,7413.55
26912040,14.8,6.0,2.0,57.0,33,Male,No,19096.77,,,,,,,,,,,19096.77
14106716,14.6,1.0,2.0,22.0,38,Female,No,12430.52,,,,,,,,,,,12430.52
12671963,14.6,4.0,1.0,30.0,40,Female,No,10352.73,,,,,,,,,,,10352.73
1415642,14.5,6.0,0.0,8.0,59,Male,No,11072.07,,,,,,,,,,,11072.07
2790285,14.5,3.0,5.0,51.0,50,Male,No,9912.27,,,,,,,,,,,9912.27
11263521,14.3,4.0,2.0,30.0,38,Male,No,4277.58,,,,,,,,,,,4277.58
17478986,14.3,6.0,4.0,52.0,63,Male,No,9170.38,,,,,,,,,,,9170.38
12737294,14.2,8.0,1.0,32.0,42,Male,No,6067.70,,,,,,,,,,,6067.70
15801827,14.0,5.0,2.0,59.0,45,Male,No,15337.66,,,,,,,,,,,15337.66
11941411,13.9,2.0,3.0,28.0,36,Male,Yes,10863.10,,,,,,,,,,,10863.10
6334642,13.7,2.0,0.0,43.0,34,Male,No,14389.82,,,,,,,,,,,14389.82
12843733,13.7,3.0,2.0,3.0,54,Male,No,6433.53,,,,,,,,,,,6433.53
28381145,13.6,2.0,3.0,19.0,42,Female,No,9295.92,,,,,,,,,,,9295.92
24949179,13.5,7.0,5.0,39.0,53,Female,Yes,9462.72,,,,,,,,,,,9462.72
24142876,13.5,3.0,4.0,44.0,31,Male,No,6647.98,,,,,,,,,,,6647.98
17708065,13.5,6.0,2.0,47.0,45,Male,No,7251.44,,,,,,,,,,,7251.44
26624691,13.4,6.0,3.0,40.0,47,Male,No,11020.58,,,,,,,,,,,11020.58
21397981,13.3,7.0,4.0,8.0,37,Male,No,22659.14,,,,,,,,,,,22659.14
9639399,13.3,2.0,4.0,32.0,44,Female,No,10342.64,,,,,,,,,,,10342.64
810291,13.2,6.0,4.0,47.0,30,Male,No,17883.19,,,,,,,,,,,17883.19
24209102,13.1,1.0,3.0,1.0,61,Male,No,7964.18,,,,,,,,,,,7964.18
3852810,13.1,6.0,2.0,37.0,57,Male,No,8465.64,,,,,,,,,,,8465.64
1089828,12.9,8.0,3.0,58.0,67,Male,No,2973.20,,,,,,,,,,,2973.20
20490542,12.7,8.0,2.0,22.0,66,Male,No,12604.57,,,,,,,,,,,12604.57
1806492,12.6,7.0,2.0,14.0,36,Female,No,18637.05,,,,,,,,,,,18637.05
29588327,12.5,2.0,2.0,49.0,55,Male,No,11788.72,,,,,,,,,,,11788.72
867275,12.4,4.0,0.0,43.0,47,Male,Yes,8847.06,,,,,,,,,,,8847.06
5624795,12.2,7.0,5.0,33.0,57,Male,No,9690.67,,,,,,,,,,,9690.67
19338673,11.8,7.0,5.0,7.0,62,Male,No,183.50,,,,,,,,,,,183.50
23631623,11.5,3.0,1.0,7.0,21,Female,No,5818.88,,,,,,,,,,,5818.88
18374791,10.8,5.0,1.0,15.0,49,Female,No,9144.73,,,,,,,,,,,9144.73
24366486,10.7,3.0,2.0,52.0,42,Female,No,12656.63,,,,,,,,,,,12656.63
19702410,10.4,6.0,2.0,51.0,55,Female,No,12262.37,,,,,,,,,,,12262.37
10715263,10.3,7.0,4.0,49.0,50,Female,No,8849.81,,,,,,,,,,,8849.81
4671001,10.1,7.0,1.0,37.0,56,Male,No,23776.98,,,,,,,,,,,23776.98
11770069,10.0,2.0,1.0,21.0,54,Female,No,12467.96,,,,,,,,,,,12467.96
7050477,9.9,7.0,4.0,36.0,50,Female,No,5209.52,,,,,,,,,,,5209.52
28624347,9.9,1.0,2.0,7.0,61,Male,No,10901.00,,,,,,,,,,,10901.00
6276140,9.8,3.0,3.0,56.0,53,Male,No,23407.78,,,,,,,,,,,23407.78
13688451,9.8,6.0,1.0,23.0,46,Female,No,18950.64,,,,,,,,,,,18950.64
4957742,9.5,4.0,1.0,22.0,53,Female,No,16000.98,,,,,,,,,,,16000.98
17422299,9.3,2.0,3.0,38.0,40,Male,No,9768.64,,,,,,,,,,,9768.64
6776616,9.3,3.0,2.0,59.0,62,Female,No,20541.21,,,,,,,,,,,20541.21
8695442,9.1,8.0,1.0,10.0,49,Male,No,17011.33,,,,,,,,,,,17011.33
5888985,8.9,4.0,1.0,46.0,40,Male,No,9416.69,,,,,,,,,,,9416.69
12243467,8.4,5.0,1.0,14.0,40,Male,No,3101.00,,,,,,,,,,,3101.00
28297658,8.3,5.0,0.0,48.0,38,Male,No,14538.99,,,,,,,,,,,14538.99
4605783,8.3,3.0,2.0,19.0,41,Male,No,12620.39,,,,,,,,,,,12620.39
21430617,8.0,1.0,5.0,25.0,21,Male,Yes,3755.45,,,,,,,,,,,3755.45
3080483,7.7,4.0,5.0,23.0,43,Male,No,13018.42,,,,,,,,,,,13018.42
8089356,7.4,2.0,4.0,12.0,40,Female,No,8740.70,,,,,,,,,,,8740.70
